Sch #,year,WHITE COUNT,BLACK COUNT,HISPANIC COUNT,ASIAN COUNT,ISLANDER COUNT,AMERICAN INDIAN COUNT,MULTI COUNT,TOTAL COUNT,MALE COUNT,FEMALE COUNT,GRADE 12 COUNT,Attendance-Number of Absences-0,Attendance-Number of Absences-0_1-5,Attendance-Number of Absences-0_6-10,Attendance-Number of Absences_Percent Attendance,Movement-Transfer IN from-New,Movement-Transfer IN from-New_Within,Movement-Transfer IN from-New_Outside,Movement-Transfer IN from-New_Private,Movement-Transfer OUT to-Within,Movement-Transfer OUT to-outside,Movement-Transfer OUT to-Within_Private,Movement-Transfer OUT to-Within_other,Movement-Transfer OUT to-Within_DNE,Mobility Index,Suspensions-Duplicated-Outdoor,Suspensions-Duplicated-_Indoor,Suspensions_Unduplicated-Outdoor,Suspensions_Unduplicated-Indoor,Attendance-Number of Absences-0_Unexcuse 11+,ELL TOTAL,SWD TOTAL,GIFTED TOTAL,FREE & REDUCED TOTAL,Total Federal Graduation Rate,ZIPCODE
7721,2017,106,99,1950,7,0,1,0,2163,1144,1019,527,43,386,466,91.53,153,95,126,11,114,55,47,11,26,19,0,5,0,5,789,440,281,161,1808,86.4,33155
7721,2018,92,87,1887,7,0,1,2,2076,1108,968,523,35,314,443,91.12,114,102,73,7,118,64,49,11,47,19,0,0,0,0,776,371,259,170,1762,92.9,33155
7721,2019,90,79,1761,7,0,1,4,1942,1049,893,517,25,309,408,91.47,115,100,86,5,120,55,68,13,49,20,0,0,0,0,679,350,227,162,1531,93.3,33155
7721,2020,80,77,1527,6,0,1,5,1696,940,756,470,21,301,313,92.4,64,77,53,4,69,40,47,11,33,17,0,1,0,1,623,272,223,137,1349,93.3,33155
7721,2021,70,82,1421,5,0,0,8,1586,872,714,475,76,383,322,87.33,56,49,56,4,69,25,51,2,9,15,0,0,0,0,776,239,223,118,1301,97,33155
7721,2022,54,88,1289,8,0,0,8,1447,790,657,361,44,221,318,88.2,169,95,144,11,146,37,59,3,17,31,0,4,0,4,772,241,209,122,1152,84.5,33155
7721,2023,53,75,1395,6,0,0,10,1539,813,726,323,64,252,319,89.08,247,85,173,6,102,63,49,6,11,26,59,422,51,269,709,314,219,129,962,95,33155
7721,2024,46,54,1451,4,0,0,7,1562,837,725,339,58,252,342,89.49,178,84,137,7,123,61,30,5,13,22,123,209,91,159,702,404,223,128,948,94.4,33155
7731,2012,143,810,1038,28,2,13,5,2039,920,1119,455,32,370,389,92.66,137,298,223,8,263,107,207,95,78,38,346,380,250,284,818,188,393,100,1633,78.3,33157
7731,2013,150,830,1017,34,0,11,10,2052,1109,943,452,29,306,384,90.39,121,194,122,12,278,114,103,18,38,34,450,601,279,431,891,191,397,96,1685,76.3,33157
7731,2014,138,835,1077,20,0,10,10,2090,1121,969,518,10,271,398,88.53,108,226,104,10,262,105,60,13,42,31,715,503,429,375,1327,229,401,99,1806,82.8,33157
7731,2015,116,822,1084,18,1,7,12,2060,1101,959,505,10,189,311,87.28,137,252,130,11,237,87,55,31,85,35,571,615,392,425,1072,254,389,103,1701,77.6,33157
7731,2016,93,814,1028,12,2,8,11,1968,1068,900,427,29,378,399,92.09,155,258,164,11,238,116,120,54,69,38,0,31,0,31,724,256,366,90,1655,84.1,33157
7731,2017,72,757,1066,12,1,7,9,1924,1028,896,471,27,381,409,91.95,181,233,141,8,218,62,120,11,57,36,0,1,0,1,702,278,356,84,1656,82.8,33157
7731,2018,65,705,1099,9,2,7,9,1896,975,921,503,29,340,358,91.58,146,167,126,13,205,100,81,34,44,34,0,1,0,1,704,261,353,71,1716,88,33157
7731,2019,70,661,1044,14,1,3,14,1807,997,810,459,22,303,356,92.32,99,152,116,15,175,89,148,25,40,37,0,2,0,2,673,235,369,74,1509,87.8,33157
7731,2020,72,614,1097,24,1,2,24,1834,1028,806,416,31,355,363,92.85,102,159,118,9,129,60,134,16,48,31,0,0,0,0,646,227,372,81,1519,95.7,33157
7731,2021,65,632,1175,21,2,3,34,1932,1047,885,381,100,480,322,89.15,60,111,70,16,89,61,129,14,4,28,0,0,0,0,1136,236,385,80,1675,97.2,33157
7731,2022,64,581,1135,18,3,4,35,1840,1011,829,387,95,293,427,88.85,161,153,168,19,123,94,267,4,24,38,0,0,0,0,1112,230,368,85,1576,94.2,33157
7731,2023,75,588,1269,17,3,4,29,1985,1095,890,390,81,352,458,89.55,277,326,296,14,135,107,351,4,19,37,149,98,125,86,1148,317,365,99,1405,97.6,33157
7731,2024,56,668,1427,11,2,4,35,2203,1222,981,459,122,398,471,90.46,252,177,204,40,143,93,185,2,0,30,94,138,85,123,1095,455,387,96,1555,97.6,33157
7741,2012,173,32,2764,19,0,2,1,2991,1455,1536,649,174,1113,626,95.89,130,124,89,8,118,53,37,62,14,15,250,788,189,414,469,441,455,353,2265,80.6,33165
7741,2013,177,32,2871,15,0,2,1,3098,1607,1491,754,138,1098,634,95.46,157,119,129,14,143,60,35,38,15,16,144,965,115,458,556,465,486,358,2434,81.7,33165
7741,2014,175,37,2899,15,1,4,2,3133,1643,1490,757,137,1257,865,95.01,141,138,102,10,129,77,11,62,23,16,165,1084,122,476,854,475,482,350,2542,79.3,33165
7741,2015,156,43,2841,15,1,3,2,3061,1621,1440,785,103,728,714,93.92,163,146,103,11,129,93,65,52,26,17,148,966,126,423,762,399,463,318,2377,82,33165
7741,2016,131,30,2767,13,1,3,0,2945,1573,1372,765,74,641,660,93.52,151,95,116,6,109,56,63,37,27,15,0,593,0,299,839,380,410,285,2340,86.6,33165
7741,2017,123,29,2633,13,1,3,2,2804,1478,1326,766,50,544,648,93.14,123,97,92,4,120,40,48,37,18,15,0,808,0,361,817,408,368,271,2258,89.9,33165
7741,2018,111,28,2420,8,0,1,3,2571,1349,1222,680,53,402,585,92.26,68,94,52,13,118,45,74,23,10,16,0,0,0,0,863,407,352,282,2164,93.2,33165
7741,2019,101,32,2285,8,0,0,3,2429,1307,1122,636,44,383,497,91.72,62,111,54,6,110,44,93,24,1,16,0,1,0,1,874,321,367,267,1925,95.9,33165
7741,2020,99,24,2255,11,0,0,3,2392,1289,1103,557,51,428,437,91.81,71,100,40,21,93,46,77,20,7,15,0,0,0,0,907,294,390,288,1819,97.3,33165
7741,2021,85,26,2185,11,0,1,4,2312,1250,1062,582,201,889,451,93.17,44,65,49,13,76,30,163,15,2,15,0,0,0,0,821,203,425,276,1822,96.6,33165
7741,2022,79,16,2163,10,0,0,4,2272,1222,1050,503,115,575,579,92.66,129,106,108,9,133,37,119,4,3,22,0,1,0,1,690,202,396,276,1775,94.6,33165
7741,2023,76,20,2325,11,0,0,4,2436,1312,1124,552,106,587,694,93.01,214,112,158,2,100,55,92,5,5,18,115,1,101,1,665,320,418,272,1514,98.4,33165
7741,2024,80,21,2390,14,0,1,3,2509,1347,1162,584,107,634,693,93.54,165,118,108,8,120,58,92,3,1,17,84,2,80,2,640,404,450,286,1684,98.4,33165
7751,2012,140,250,1552,21,0,0,2,1965,915,1050,424,69,427,439,93.34,54,141,30,4,216,51,15,25,22,22,367,582,232,366,597,149,238,144,1282,73.7,33018
7751,2013,134,175,1454,21,0,0,3,1787,967,820,468,42,376,399,93.22,71,92,48,3,113,38,28,40,15,20,164,496,115,296,537,131,216,121,1233,75,33018
7751,2014,118,122,1381,19,0,1,3,1644,899,745,381,60,372,428,92.93,68,84,45,1,115,49,10,26,5,19,194,339,124,217,761,140,199,119,1141,71.9,33018
7751,2015,107,118,1371,23,1,0,3,1623,876,747,483,51,306,316,92.32,61,94,54,8,95,37,9,28,32,20,177,319,129,217,495,154,186,122,1067,83.2,33018
7751,2016,102,130,1376,19,1,0,5,1633,840,793,356,51,400,348,93.37,81,64,69,2,118,38,10,18,25,19,0,414,0,252,466,168,188,102,1126,83.6,33018
7751,2017,90,149,1509,24,0,1,7,1780,886,894,394,52,399,415,93.37,70,95,44,2,121,32,9,7,6,16,0,327,0,222,534,131,200,116,1248,85.9,33018
7751,2018,83,157,1712,27,1,1,8,1989,980,1009,399,52,486,451,93.06,78,108,37,3,118,59,7,16,21,18,0,400,0,263,603,140,212,140,1533,89.2,33018
7751,2019,77,169,1864,24,0,1,8,2143,1087,1056,467,54,475,516,93.62,61,67,49,5,104,40,6,13,13,14,0,363,0,224,630,156,205,26,1511,94.6,33018
7751,2020,78,226,1972,21,0,1,18,2316,1170,1146,475,70,597,561,94.25,14,64,9,0,71,37,10,13,0,10,0,57,0,51,609,118,214,20,1552,96.2,33018
7751,2021,79,313,2255,21,0,0,22,2690,1309,1381,498,68,637,689,91.08,8,13,3,1,62,33,19,6,0,5,0,21,0,21,1106,106,248,20,1908,96.7,33018
7751,2022,84,309,2196,24,0,0,22,2635,1276,1359,529,66,339,549,90.23,20,41,12,5,79,35,11,2,10,9,0,0,0,0,1077,33,242,40,1949,97.7,33018
7751,2023,73,384,2334,26,1,0,22,2840,1370,1470,622,69,419,686,90.82,39,60,36,1,76,44,18,4,2,9,52,22,50,21,1048,66,270,48,1796,99,33018
7751,2024,74,374,2507,28,1,0,14,2998,1438,1560,725,56,309,604,89.29,46,49,15,4,135,49,16,3,6,9,66,33,63,33,1271,106,300,25,1862,99.6,33018
7781,2012,312,174,2467,63,1,1,10,3028,1507,1521,662,84,705,742,94.07,136,108,140,13,92,144,36,21,41,19,341,945,246,570,796,269,331,320,1999,83.1,33196
7781,2013,296,150,2605,54,1,3,11,3120,1610,1510,668,91,698,724,93.85,121,144,106,3,104,138,29,2,42,15,199,898,158,587,909,281,356,340,2189,82.6,33196
7781,2014,285,135,2638,58,0,3,11,3130,1649,1481,725,99,688,889,93.48,136,113,103,8,134,120,42,10,33,16,265,1064,201,636,1423,262,338,362,2253,84.8,33196
7781,2015,271,103,2584,50,1,2,15,3026,1574,1452,835,94,591,610,93.35,126,122,91,7,116,130,11,82,20,17,173,986,133,517,870,272,335,359,2207,83.9,33196
7781,2016,236,91,2500,49,1,1,22,2900,1539,1361,824,92,587,624,93.06,189,136,107,7,103,82,20,28,29,18,0,579,0,337,846,270,335,331,2110,85.7,33196
7781,2017,209,68,2410,39,2,0,23,2751,1438,1313,757,62,528,563,92.61,187,94,119,3,100,103,28,35,46,18,0,804,0,470,872,310,326,307,2005,84,33196
7781,2018,160,73,2300,35,1,0,17,2586,1372,1214,696,64,462,538,92.96,134,132,103,10,102,90,57,17,32,19,0,645,0,386,838,327,325,280,2024,94.5,33196
7781,2019,135,58,2139,33,1,0,15,2381,1278,1103,645,66,392,477,92.58,106,120,66,12,88,65,104,10,36,19,0,853,0,451,789,251,323,247,1681,95.8,33196
7781,2020,108,55,1983,30,2,0,8,2186,1169,1017,601,48,404,449,92.96,92,94,59,4,53,48,53,10,21,15,0,335,0,238,693,221,327,224,1498,97.1,33196
7781,2021,77,51,1917,22,3,0,6,2076,1139,937,573,336,858,376,95.03,40,64,33,7,37,30,53,6,5,15,0,91,0,63,482,162,336,205,1523,96.8,33196
7781,2022,80,49,1857,26,3,0,5,2020,1077,943,537,60,295,439,90.18,156,107,109,5,68,63,62,3,19,21,0,449,0,263,812,183,336,204,1464,97.3,33196
7781,2023,84,45,1900,30,3,1,5,2068,1101,967,514,41,273,482,89.87,185,102,124,7,90,71,123,0,1,20,62,556,54,376,1010,237,343,204,1061,98.3,33196
7781,2024,80,46,1846,22,3,0,5,2002,1097,905,525,72,329,456,91.41,139,127,110,11,65,73,100,1,0,21,118,806,102,479,879,260,349,184,1146,100,33196
7791,2022,16,323,662,0,0,0,13,1014,567,447,203,66,173,200,87.26,216,118,163,4,165,56,92,1,42,50,0,6,0,6,618,304,186,26,814,92.8,33136
7791,2023,12,340,704,0,0,0,3,1059,621,438,210,70,170,193,87.04,194,124,158,4,155,76,75,1,41,41,139,42,119,40,609,344,191,37,633,87.1,33136
7791,2024,8,331,681,0,0,0,1,1021,572,449,215,80,119,188,86.29,151,125,120,1,138,94,38,8,32,37,104,21,94,19,636,307,185,32,605,98.9,33136
